Year,Country ,Continent,Sub Continent,Date,Arrivals 
2025,UGANDA,Africa,Eastern Africa,2025/12/31,20
2025,UKRAINE,Europe,Eastern Europe,2025/01/31,"1,872"
2025,UKRAINE,Europe,Eastern Europe,2025/02/28,"1,387"
2025,UKRAINE,Europe,Eastern Europe,2025/03/31,"1,119"
2025,UKRAINE,Europe,Eastern Europe,2025/04/30,411
2025,UKRAINE,Europe,Eastern Europe,2025/05/31,234
2025,UKRAINE,Europe,Eastern Europe,2025/06/30,214
2025,UKRAINE,Europe,Eastern Europe,2025/07/31,279
2025,UKRAINE,Europe,Eastern Europe,2025/08/31,272
2025,UKRAINE,Europe,Eastern Europe,2025/09/30,303
2025,UKRAINE,Europe,Eastern Europe,2025/10/31,529
2025,UKRAINE,Europe,Eastern Europe,2025/11/30,895
2025,UKRAINE,Europe,Eastern Europe,2025/12/31,"1,243"
2025,UNITED ARAB EMIRATES,Asia,Western Asia,2025/01/31,191
2025,UNITED ARAB EMIRATES,Asia,Western Asia,2025/02/28,171
2025,UNITED ARAB EMIRATES,Asia,Western Asia,2025/03/31,165
2025,UNITED ARAB EMIRATES,Asia,Western Asia,2025/04/30,502
2025,UNITED ARAB EMIRATES,Asia,Western Asia,2025/05/31,400
2025,UNITED ARAB EMIRATES,Asia,Western Asia,2025/06/30,720
2025,UNITED ARAB EMIRATES,Asia,Western Asia,2025/07/31,862
2025,UNITED ARAB EMIRATES,Asia,Western Asia,2025/08/31,820
2025,UNITED ARAB EMIRATES,Asia,Western Asia,2025/09/30,464
2025,UNITED ARAB EMIRATES,Asia,Western Asia,2025/10/31,532
2025,UNITED ARAB EMIRATES,Asia,Western Asia,2025/11/30,430
2025,UNITED ARAB EMIRATES,Asia,Western Asia,2025/12/31,399
2025,UNITED KINGDOM,Europe,Northern Europe,2025/01/31,"21,730"
2025,UNITED KINGDOM,Europe,Northern Europe,2025/02/28,"25,528"
2025,UNITED KINGDOM,Europe,Northern Europe,2025/03/31,"22,447"
2025,UNITED KINGDOM,Europe,Northern Europe,2025/04/30,"17,348"
2025,UNITED KINGDOM,Europe,Northern Europe,2025/05/31,"9,221"
2025,UNITED KINGDOM,Europe,Northern Europe,2025/06/30,"11,628"
2025,UNITED KINGDOM,Europe,Northern Europe,2025/07/31,"23,475"
2025,UNITED KINGDOM,Europe,Northern Europe,2025/08/31,"19,764"
2025,UNITED KINGDOM,Europe,Northern Europe,2025/09/30,"10,752"
2025,UNITED KINGDOM,Europe,Northern Europe,2025/10/31,"12,934"
2025,UNITED KINGDOM,Europe,Northern Europe,2025/11/30,"16,915"
2025,UNITED KINGDOM,Europe,Northern Europe,2025/12/31,"20,535"
2025,UNITED STATES OF AMERICA,North America,North America,2025/01/31,"7,067"
2025,UNITED STATES OF AMERICA,North America,North America,2025/02/28,"6,439"
2025,UNITED STATES OF AMERICA,North America,North America,2025/03/31,"7,676"
2025,UNITED STATES OF AMERICA,North America,North America,2025/04/30,"4,202"
2025,UNITED STATES OF AMERICA,North America,North America,2025/05/31,"3,607"
2025,UNITED STATES OF AMERICA,North America,North America,2025/06/30,"5,422"
2025,UNITED STATES OF AMERICA,North America,North America,2025/07/31,"5,222"
2025,UNITED STATES OF AMERICA,North America,North America,2025/08/31,"4,970"
2025,UNITED STATES OF AMERICA,North America,North America,2025/09/30,"3,569"
2025,UNITED STATES OF AMERICA,North America,North America,2025/10/31,"3,991"
2025,UNITED STATES OF AMERICA,North America,North America,2025/11/30,"5,284"
2025,UNITED STATES OF AMERICA,North America,North America,2025/12/31,"8,524"
2025,URUGUAY,South America,South America,2025/01/31,20
2025,URUGUAY,South America,South America,2025/02/28,26
2025,URUGUAY,South America,South America,2025/03/31,33
2025,URUGUAY,South America,South America,2025/04/30,46
2025,URUGUAY,South America,South America,2025/05/31,12
2025,URUGUAY,South America,South America,2025/06/30,12
2025,URUGUAY,South America,South America,2025/07/31,7
2025,URUGUAY,South America,South America,2025/08/31,9
2025,URUGUAY,South America,South America,2025/09/30,16
2025,URUGUAY,South America,South America,2025/10/31,14
2025,URUGUAY,South America,South America,2025/11/30,8
2025,URUGUAY,South America,South America,2025/12/31,10
2025,UZBEKISTAN,Asia,Central Asia,2025/01/31,140
2025,UZBEKISTAN,Asia,Central Asia,2025/02/28,134
2025,UZBEKISTAN,Asia,Central Asia,2025/03/31,64
2025,UZBEKISTAN,Asia,Central Asia,2025/04/30,47
2025,UZBEKISTAN,Asia,Central Asia,2025/05/31,54
2025,UZBEKISTAN,Asia,Central Asia,2025/06/30,38
2025,UZBEKISTAN,Asia,Central Asia,2025/07/31,60
2025,UZBEKISTAN,Asia,Central Asia,2025/08/31,57
2025,UZBEKISTAN,Asia,Central Asia,2025/09/30,65
2025,UZBEKISTAN,Asia,Central Asia,2025/10/31,81
2025,UZBEKISTAN,Asia,Central Asia,2025/11/30,59
2025,UZBEKISTAN,Asia,Central Asia,2025/12/31,188
2025,VANUATU,Oceania,Melanesia,2025/01/31,7
2025,VANUATU,Oceania,Melanesia,2025/02/28,3
2025,VANUATU,Oceania,Melanesia,2025/03/31,5
2025,VANUATU,Oceania,Melanesia,2025/04/30,3
2025,VANUATU,Oceania,Melanesia,2025/05/31,4
2025,VANUATU,Oceania,Melanesia,2025/06/30,3
2025,VANUATU,Oceania,Melanesia,2025/07/31,1
2025,VANUATU,Oceania,Melanesia,2025/08/31,7
2025,VANUATU,Oceania,Melanesia,2025/09/30,4
2025,VANUATU,Oceania,Melanesia,2025/10/31,11
2025,VANUATU,Oceania,Melanesia,2025/11/30,7
2025,VANUATU,Oceania,Melanesia,2025/12/31,11
2025,VATICAN CITY,Europe,Southern Europe,2025/01/31,0
2025,VATICAN CITY,Europe,Southern Europe,2025/02/28,0
2025,VATICAN CITY,Europe,Southern Europe,2025/03/31,0
2025,VATICAN CITY,Europe,Southern Europe,2025/04/30,0
2025,VATICAN CITY,Europe,Southern Europe,2025/05/31,0
2025,VATICAN CITY,Europe,Southern Europe,2025/06/30,0
2025,VATICAN CITY,Europe,Southern Europe,2025/07/31,0
2025,VATICAN CITY,Europe,Southern Europe,2025/08/31,1
2025,VATICAN CITY,Europe,Southern Europe,2025/09/30,0
2025,VATICAN CITY,Europe,Southern Europe,2025/10/31,0
2025,VATICAN CITY,Europe,Southern Europe,2025/11/30,0
2025,VATICAN CITY,Europe,Southern Europe,2025/12/31,0
2025,VENEZUELA,South America,South America,2025/01/31,10
2025,VENEZUELA,South America,South America,2025/02/28,15
2025,VENEZUELA,South America,South America,2025/03/31,18
2025,VENEZUELA,South America,South America,2025/04/30,8
2025,VENEZUELA,South America,South America,2025/05/31,13
2025,VENEZUELA,South America,South America,2025/06/30,9
2025,VENEZUELA,South America,South America,2025/07/31,11
2025,VENEZUELA,South America,South America,2025/08/31,12
2025,VENEZUELA,South America,South America,2025/09/30,14
2025,VENEZUELA,South America,South America,2025/10/31,5
2025,VENEZUELA,South America,South America,2025/11/30,10
2025,VENEZUELA,South America,South America,2025/12/31,9
2025,VIETNAM,Asia,South-eastern Asia,2025/01/31,257
2025,VIETNAM,Asia,South-eastern Asia,2025/02/28,253
2025,VIETNAM,Asia,South-eastern Asia,2025/03/31,314
2025,VIETNAM,Asia,South-eastern Asia,2025/04/30,778
2025,VIETNAM,Asia,South-eastern Asia,2025/05/31,250
2025,VIETNAM,Asia,South-eastern Asia,2025/06/30,255
2025,VIETNAM,Asia,South-eastern Asia,2025/07/31,266
2025,VIETNAM,Asia,South-eastern Asia,2025/08/31,308
2025,VIETNAM,Asia,South-eastern Asia,2025/09/30,216
2025,VIETNAM,Asia,South-eastern Asia,2025/10/31,273
2025,VIETNAM,Asia,South-eastern Asia,2025/11/30,292
2025,VIETNAM,Asia,South-eastern Asia,2025/12/31,267
2025,YEMEN,Asia,Western Asia,2025/01/31,56
2025,YEMEN,Asia,Western Asia,2025/02/28,27
2025,YEMEN,Asia,Western Asia,2025/03/31,14
2025,YEMEN,Asia,Western Asia,2025/04/30,38
2025,YEMEN,Asia,Western Asia,2025/05/31,28
2025,YEMEN,Asia,Western Asia,2025/06/30,64
2025,YEMEN,Asia,Western Asia,2025/07/31,70
2025,YEMEN,Asia,Western Asia,2025/08/31,75
2025,YEMEN,Asia,Western Asia,2025/09/30,40
2025,YEMEN,Asia,Western Asia,2025/10/31,40
2025,YEMEN,Asia,Western Asia,2025/11/30,40
2025,YEMEN,Asia,Western Asia,2025/12/31,26
2025,ZAMBIA,Africa,Eastern Africa,2025/01/31,9
2025,ZAMBIA,Africa,Eastern Africa,2025/02/28,9
2025,ZAMBIA,Africa,Eastern Africa,2025/03/31,2
2025,ZAMBIA,Africa,Eastern Africa,2025/04/30,4
2025,ZAMBIA,Africa,Eastern Africa,2025/05/31,10
2025,ZAMBIA,Africa,Eastern Africa,2025/06/30,6
2025,ZAMBIA,Africa,Eastern Africa,2025/07/31,4
2025,ZAMBIA,Africa,Eastern Africa,2025/08/31,8
2025,ZAMBIA,Africa,Eastern Africa,2025/09/30,3
2025,ZAMBIA,Africa,Eastern Africa,2025/10/31,7
2025,ZAMBIA,Africa,Eastern Africa,2025/11/30,6
2025,ZAMBIA,Africa,Eastern Africa,2025/12/31,16
2025,ZIMBABWE,Africa,Eastern Africa,2025/01/31,11
2025,ZIMBABWE,Africa,Eastern Africa,2025/02/28,15
2025,ZIMBABWE,Africa,Eastern Africa,2025/03/31,10
2025,ZIMBABWE,Africa,Eastern Africa,2025/04/30,13
2025,ZIMBABWE,Africa,Eastern Africa,2025/05/31,11
2025,ZIMBABWE,Africa,Eastern Africa,2025/06/30,26
2025,ZIMBABWE,Africa,Eastern Africa,2025/07/31,7
2025,ZIMBABWE,Africa,Eastern Africa,2025/08/31,14
2025,ZIMBABWE,Africa,Eastern Africa,2025/09/30,25
2025,ZIMBABWE,Africa,Eastern Africa,2025/10/31,16
2025,ZIMBABWE,Africa,Eastern Africa,2025/11/30,12
2025,ZIMBABWE,Africa,Eastern Africa,2025/12/31,15
2026,AFGHANISTAN,Asia,Southern Asia,2026/01/31,0
2026,AFGHANISTAN,Asia,Southern Asia,2026/02/28,4
2026,AFGHANISTAN,Asia,Southern Asia,2026/03/31,1
2026,AFGHANISTAN,Asia,Southern Asia,2026/04/30,
2026,AFGHANISTAN,Asia,Southern Asia,2026/05/31,
2026,AFGHANISTAN,Asia,Southern Asia,2026/06/30,
2026,AFGHANISTAN,Asia,Southern Asia,2026/07/31,
2026,AFGHANISTAN,Asia,Southern Asia,2026/08/31,
2026,AFGHANISTAN,Asia,Southern Asia,2026/09/30,
2026,AFGHANISTAN,Asia,Southern Asia,2026/10/31,
2026,AFGHANISTAN,Asia,Southern Asia,2026/11/30,
2026,AFGHANISTAN,Asia,Southern Asia,2026/12/31,
2026,ALBANIA,Europe,Southern Europe,2026/01/31,28
2026,ALBANIA,Europe,Southern Europe,2026/02/28,24
2026,ALBANIA,Europe,Southern Europe,2026/03/31,6
2026,ALBANIA,Europe,Southern Europe,2026/04/30,
2026,ALBANIA,Europe,Southern Europe,2026/05/31,
2026,ALBANIA,Europe,Southern Europe,2026/06/30,
2026,ALBANIA,Europe,Southern Europe,2026/07/31,
2026,ALBANIA,Europe,Southern Europe,2026/08/31,
2026,ALBANIA,Europe,Southern Europe,2026/09/30,
2026,ALBANIA,Europe,Southern Europe,2026/10/31,
2026,ALBANIA,Europe,Southern Europe,2026/11/30,
2026,ALBANIA,Europe,Southern Europe,2026/12/31,
2026,ALGERIA,Africa,Northern Africa,2026/01/31,32
2026,ALGERIA,Africa,Northern Africa,2026/02/28,17
2026,ALGERIA,Africa,Northern Africa,2026/03/31,13
2026,ALGERIA,Africa,Northern Africa,2026/04/30,
2026,ALGERIA,Africa,Northern Africa,2026/05/31,
2026,ALGERIA,Africa,Northern Africa,2026/06/30,
2026,ALGERIA,Africa,Northern Africa,2026/07/31,
2026,ALGERIA,Africa,Northern Africa,2026/08/31,
2026,ALGERIA,Africa,Northern Africa,2026/09/30,
2026,ALGERIA,Africa,Northern Africa,2026/10/31,
2026,ALGERIA,Africa,Northern Africa,2026/11/30,
2026,ALGERIA,Africa,Northern Africa,2026/12/31,
2026,ANDORRA,Europe,Southern Europe,2026/01/31,2
2026,ANDORRA,Europe,Southern Europe,2026/02/28,1
2026,ANDORRA,Europe,Southern Europe,2026/03/31,1
2026,ANDORRA,Europe,Southern Europe,2026/04/30,
2026,ANDORRA,Europe,Southern Europe,2026/05/31,
2026,ANDORRA,Europe,Southern Europe,2026/06/30,
2026,ANDORRA,Europe,Southern Europe,2026/07/31,
2026,ANDORRA,Europe,Southern Europe,2026/08/31,
2026,ANDORRA,Europe,Southern Europe,2026/09/30,
2026,ANDORRA,Europe,Southern Europe,2026/10/31,
2026,ANDORRA,Europe,Southern Europe,2026/11/30,
2026,ANDORRA,Europe,Southern Europe,2026/12/31,
2026,ANGOLA,Africa,Middle Africa,2026/01/31,2
2026,ANGOLA,Africa,Middle Africa,2026/02/28,0
2026,ANGOLA,Africa,Middle Africa,2026/03/31,1
2026,ANGOLA,Africa,Middle Africa,2026/04/30,
2026,ANGOLA,Africa,Middle Africa,2026/05/31,
2026,ANGOLA,Africa,Middle Africa,2026/06/30,
2026,ANGOLA,Africa,Middle Africa,2026/07/31,
2026,ANGOLA,Africa,Middle Africa,2026/08/31,
2026,ANGOLA,Africa,Middle Africa,2026/09/30,
2026,ANGOLA,Africa,Middle Africa,2026/10/31,
2026,ANGOLA,Africa,Middle Africa,2026/11/30,
2026,ANGOLA,Africa,Middle Africa,2026/12/31,
2026,ANTIGUA & BARBUDA,North America,Caribbean,2026/01/31,4
2026,ANTIGUA & BARBUDA,North America,Caribbean,2026/02/28,9
2026,ANTIGUA & BARBUDA,North America,Caribbean,2026/03/31,2
2026,ANTIGUA & BARBUDA,North America,Caribbean,2026/04/30,
2026,ANTIGUA & BARBUDA,North America,Caribbean,2026/05/31,
2026,ANTIGUA & BARBUDA,North America,Caribbean,2026/06/30,
2026,ANTIGUA & BARBUDA,North America,Caribbean,2026/07/31,
2026,ANTIGUA & BARBUDA,North America,Caribbean,2026/08/31,
2026,ANTIGUA & BARBUDA,North America,Caribbean,2026/09/30,
2026,ANTIGUA & BARBUDA,North America,Caribbean,2026/10/31,
2026,ANTIGUA & BARBUDA,North America,Caribbean,2026/11/30,
2026,ANTIGUA & BARBUDA,North America,Caribbean,2026/12/31,
2026,ARGENTINA,South America,South America,2026/01/31,188
2026,ARGENTINA,South America,South America,2026/02/28,129
2026,ARGENTINA,South America,South America,2026/03/31,95
2026,ARGENTINA,South America,South America,2026/04/30,
2026,ARGENTINA,South America,South America,2026/05/31,
2026,ARGENTINA,South America,South America,2026/06/30,
2026,ARGENTINA,South America,South America,2026/07/31,
2026,ARGENTINA,South America,South America,2026/08/31,
2026,ARGENTINA,South America,South America,2026/09/30,
2026,ARGENTINA,South America,South America,2026/10/31,
2026,ARGENTINA,South America,South America,2026/11/30,
2026,ARGENTINA,South America,South America,2026/12/31,
2026,ARMENIA,Asia,Western Asia,2026/01/31,305
2026,ARMENIA,Asia,Western Asia,2026/02/28,271
2026,ARMENIA,Asia,Western Asia,2026/03/31,36
2026,ARMENIA,Asia,Western Asia,2026/04/30,
2026,ARMENIA,Asia,Western Asia,2026/05/31,
2026,ARMENIA,Asia,Western Asia,2026/06/30,
2026,ARMENIA,Asia,Western Asia,2026/07/31,
2026,ARMENIA,Asia,Western Asia,2026/08/31,
2026,ARMENIA,Asia,Western Asia,2026/09/30,
2026,ARMENIA,Asia,Western Asia,2026/10/31,
2026,ARMENIA,Asia,Western Asia,2026/11/30,
2026,ARMENIA,Asia,Western Asia,2026/12/31,
2026,AUSTRALIA,Oceania,Australia & New Zealand,2026/01/31,"11,172"
2026,AUSTRALIA,Oceania,Australia & New Zealand,2026/02/28,"10,000"
2026,AUSTRALIA,Oceania,Australia & New Zealand,2026/03/31,"11,197"
2026,AUSTRALIA,Oceania,Australia & New Zealand,2026/04/30,
2026,AUSTRALIA,Oceania,Australia & New Zealand,2026/05/31,
2026,AUSTRALIA,Oceania,Australia & New Zealand,2026/06/30,
2026,AUSTRALIA,Oceania,Australia & New Zealand,2026/07/31,
2026,AUSTRALIA,Oceania,Australia & New Zealand,2026/08/31,
2026,AUSTRALIA,Oceania,Australia & New Zealand,2026/09/30,
2026,AUSTRALIA,Oceania,Australia & New Zealand,2026/10/31,
2026,AUSTRALIA,Oceania,Australia & New Zealand,2026/11/30,
2026,AUSTRALIA,Oceania,Australia & New Zealand,2026/12/31,
2026,AUSTRIA,Europe,Western Europe,2026/01/31,"2,811"
2026,AUSTRIA,Europe,Western Europe,2026/02/28,"3,074"
2026,AUSTRIA,Europe,Western Europe,2026/03/31,904
2026,AUSTRIA,Europe,Western Europe,2026/04/30,
2026,AUSTRIA,Europe,Western Europe,2026/05/31,
2026,AUSTRIA,Europe,Western Europe,2026/06/30,
2026,AUSTRIA,Europe,Western Europe,2026/07/31,
2026,AUSTRIA,Europe,Western Europe,2026/08/31,
2026,AUSTRIA,Europe,Western Europe,2026/09/30,
2026,AUSTRIA,Europe,Western Europe,2026/10/31,
2026,AUSTRIA,Europe,Western Europe,2026/11/30,
2026,AUSTRIA,Europe,Western Europe,2026/12/31,
2026,AZERBAIJAN,Asia,Western Asia,2026/01/31,148
2026,AZERBAIJAN,Asia,Western Asia,2026/02/28,162
2026,AZERBAIJAN,Asia,Western Asia,2026/03/31,78
2026,AZERBAIJAN,Asia,Western Asia,2026/04/30,
2026,AZERBAIJAN,Asia,Western Asia,2026/05/31,
2026,AZERBAIJAN,Asia,Western Asia,2026/06/30,
2026,AZERBAIJAN,Asia,Western Asia,2026/07/31,
2026,AZERBAIJAN,Asia,Western Asia,2026/08/31,
2026,AZERBAIJAN,Asia,Western Asia,2026/09/30,
2026,AZERBAIJAN,Asia,Western Asia,2026/10/31,
2026,AZERBAIJAN,Asia,Western Asia,2026/11/30,
2026,AZERBAIJAN,Asia,Western Asia,2026/12/31,
2026,BAHAMAS,North America,Caribbean,2026/01/31,6
2026,BAHAMAS,North America,Caribbean,2026/02/28,12
2026,BAHAMAS,North America,Caribbean,2026/03/31,1
2026,BAHAMAS,North America,Caribbean,2026/04/30,
2026,BAHAMAS,North America,Caribbean,2026/05/31,
2026,BAHAMAS,North America,Caribbean,2026/06/30,
2026,BAHAMAS,North America,Caribbean,2026/07/31,
2026,BAHAMAS,North America,Caribbean,2026/08/31,
2026,BAHAMAS,North America,Caribbean,2026/09/30,
2026,BAHAMAS,North America,Caribbean,2026/10/31,
2026,BAHAMAS,North America,Caribbean,2026/11/30,
2026,BAHAMAS,North America,Caribbean,2026/12/31,
2026,BAHRAIN,Asia,Western Asia,2026/01/31,122
2026,BAHRAIN,Asia,Western Asia,2026/02/28,36
2026,BAHRAIN,Asia,Western Asia,2026/03/31,10
2026,BAHRAIN,Asia,Western Asia,2026/04/30,
2026,BAHRAIN,Asia,Western Asia,2026/05/31,
2026,BAHRAIN,Asia,Western Asia,2026/06/30,
2026,BAHRAIN,Asia,Western Asia,2026/07/31,
2026,BAHRAIN,Asia,Western Asia,2026/08/31,
2026,BAHRAIN,Asia,Western Asia,2026/09/30,
2026,BAHRAIN,Asia,Western Asia,2026/10/31,
2026,BAHRAIN,Asia,Western Asia,2026/11/30,
2026,BAHRAIN,Asia,Western Asia,2026/12/31,
2026,BANGLADESH,Asia,Southern Asia,2026/01/31,"4,102"
2026,BANGLADESH,Asia,Southern Asia,2026/02/28,"2,572"
2026,BANGLADESH,Asia,Southern Asia,2026/03/31,"4,405"
2026,BANGLADESH,Asia,Southern Asia,2026/04/30,
2026,BANGLADESH,Asia,Southern Asia,2026/05/31,
2026,BANGLADESH,Asia,Southern Asia,2026/06/30,
2026,BANGLADESH,Asia,Southern Asia,2026/07/31,
2026,BANGLADESH,Asia,Southern Asia,2026/08/31,
2026,BANGLADESH,Asia,Southern Asia,2026/09/30,
2026,BANGLADESH,Asia,Southern Asia,2026/10/31,
2026,BANGLADESH,Asia,Southern Asia,2026/11/30,
2026,BANGLADESH,Asia,Southern Asia,2026/12/31,
2026,BARBADOS,North America,Caribbean,2026/01/31,5
2026,BARBADOS,North America,Caribbean,2026/02/28,2
2026,BARBADOS,North America,Caribbean,2026/03/31,1
2026,BARBADOS,North America,Caribbean,2026/04/30,
2026,BARBADOS,North America,Caribbean,2026/05/31,
2026,BARBADOS,North America,Caribbean,2026/06/30,
2026,BARBADOS,North America,Caribbean,2026/07/31,
2026,BARBADOS,North America,Caribbean,2026/08/31,
2026,BARBADOS,North America,Caribbean,2026/09/30,
2026,BARBADOS,North America,Caribbean,2026/10/31,
2026,BARBADOS,North America,Caribbean,2026/11/30,
2026,BARBADOS,North America,Caribbean,2026/12/31,
2026,BELARUS,Europe,Eastern Europe,2026/01/31,"2,235"
2026,BELARUS,Europe,Eastern Europe,2026/02/28,"1,994"
2026,BELARUS,Europe,Eastern Europe,2026/03/31,"1,203"
2026,BELARUS,Europe,Eastern Europe,2026/04/30,
2026,BELARUS,Europe,Eastern Europe,2026/05/31,
2026,BELARUS,Europe,Eastern Europe,2026/06/30,
2026,BELARUS,Europe,Eastern Europe,2026/07/31,
2026,BELARUS,Europe,Eastern Europe,2026/08/31,
2026,BELARUS,Europe,Eastern Europe,2026/09/30,
2026,BELARUS,Europe,Eastern Europe,2026/10/31,
2026,BELARUS,Europe,Eastern Europe,2026/11/30,
2026,BELARUS,Europe,Eastern Europe,2026/12/31,
2026,BELGIUM,Europe,Western Europe,2026/01/31,"1,915"
2026,BELGIUM,Europe,Western Europe,2026/02/28,"2,235"
2026,BELGIUM,Europe,Western Europe,2026/03/31,860
2026,BELGIUM,Europe,Western Europe,2026/04/30,
2026,BELGIUM,Europe,Western Europe,2026/05/31,
2026,BELGIUM,Europe,Western Europe,2026/06/30,
2026,BELGIUM,Europe,Western Europe,2026/07/31,
2026,BELGIUM,Europe,Western Europe,2026/08/31,
2026,BELGIUM,Europe,Western Europe,2026/09/30,
2026,BELGIUM,Europe,Western Europe,2026/10/31,
2026,BELGIUM,Europe,Western Europe,2026/11/30,
2026,BELGIUM,Europe,Western Europe,2026/12/31,
2026,BELIZE,North America,Central America,2026/01/31,1
2026,BELIZE,North America,Central America,2026/02/28,0
2026,BELIZE,North America,Central America,2026/03/31,0
2026,BELIZE,North America,Central America,2026/04/30,
2026,BELIZE,North America,Central America,2026/05/31,
2026,BELIZE,North America,Central America,2026/06/30,
2026,BELIZE,North America,Central America,2026/07/31,
2026,BELIZE,North America,Central America,2026/08/31,
2026,BELIZE,North America,Central America,2026/09/30,
2026,BELIZE,North America,Central America,2026/10/31,
2026,BELIZE,North America,Central America,2026/11/30,
2026,BELIZE,North America,Central America,2026/12/31,
2026,BENIN,Africa,Western Africa,2026/01/31,1
2026,BENIN,Africa,Western Africa,2026/02/28,0
2026,BENIN,Africa,Western Africa,2026/03/31,0
2026,BENIN,Africa,Western Africa,2026/04/30,
2026,BENIN,Africa,Western Africa,2026/05/31,
2026,BENIN,Africa,Western Africa,2026/06/30,
2026,BENIN,Africa,Western Africa,2026/07/31,
2026,BENIN,Africa,Western Africa,2026/08/31,
2026,BENIN,Africa,Western Africa,2026/09/30,
2026,BENIN,Africa,Western Africa,2026/10/31,
2026,BENIN,Africa,Western Africa,2026/11/30,
2026,BENIN,Africa,Western Africa,2026/12/31,
2026,BHUTAN,Asia,Southern Asia,2026/01/31,111
2026,BHUTAN,Asia,Southern Asia,2026/02/28,65
2026,BHUTAN,Asia,Southern Asia,2026/03/31,48
2026,BHUTAN,Asia,Southern Asia,2026/04/30,
2026,BHUTAN,Asia,Southern Asia,2026/05/31,
2026,BHUTAN,Asia,Southern Asia,2026/06/30,
2026,BHUTAN,Asia,Southern Asia,2026/07/31,
2026,BHUTAN,Asia,Southern Asia,2026/08/31,
2026,BHUTAN,Asia,Southern Asia,2026/09/30,
2026,BHUTAN,Asia,Southern Asia,2026/10/31,
2026,BHUTAN,Asia,Southern Asia,2026/11/30,
2026,BHUTAN,Asia,Southern Asia,2026/12/31,
2026,BOLIVIA,South America,South America,2026/01/31,7
2026,BOLIVIA,South America,South America,2026/02/28,6
2026,BOLIVIA,South America,South America,2026/03/31,0
2026,BOLIVIA,South America,South America,2026/04/30,
2026,BOLIVIA,South America,South America,2026/05/31,
2026,BOLIVIA,South America,South America,2026/06/30,
2026,BOLIVIA,South America,South America,2026/07/31,
2026,BOLIVIA,South America,South America,2026/08/31,
2026,BOLIVIA,South America,South America,2026/09/30,
2026,BOLIVIA,South America,South America,2026/10/31,
2026,BOLIVIA,South America,South America,2026/11/30,
2026,BOLIVIA,South America,South America,2026/12/31,
2026,BOSNIA & HERZEGOVINA,Europe,Southern Europe,2026/01/31,96
2026,BOSNIA & HERZEGOVINA,Europe,Southern Europe,2026/02/28,41
2026,BOSNIA & HERZEGOVINA,Europe,Southern Europe,2026/03/31,13
2026,BOSNIA & HERZEGOVINA,Europe,Southern Europe,2026/04/30,
2026,BOSNIA & HERZEGOVINA,Europe,Southern Europe,2026/05/31,
2026,BOSNIA & HERZEGOVINA,Europe,Southern Europe,2026/06/30,
2026,BOSNIA & HERZEGOVINA,Europe,Southern Europe,2026/07/31,
2026,BOSNIA & HERZEGOVINA,Europe,Southern Europe,2026/08/31,
2026,BOSNIA & HERZEGOVINA,Europe,Southern Europe,2026/09/30,
2026,BOSNIA & HERZEGOVINA,Europe,Southern Europe,2026/10/31,
2026,BOSNIA & HERZEGOVINA,Europe,Southern Europe,2026/11/30,
2026,BOSNIA & HERZEGOVINA,Europe,Southern Europe,2026/12/31,
2026,BOTSWANA,Africa,Southern Africa,2026/01/31,8
2026,BOTSWANA,Africa,Southern Africa,2026/02/28,1
2026,BOTSWANA,Africa,Southern Africa,2026/03/31,1
2026,BOTSWANA,Africa,Southern Africa,2026/04/30,
2026,BOTSWANA,Africa,Southern Africa,2026/05/31,
2026,BOTSWANA,Africa,Southern Africa,2026/06/30,
2026,BOTSWANA,Africa,Southern Africa,2026/07/31,
2026,BOTSWANA,Africa,Southern Africa,2026/08/31,
2026,BOTSWANA,Africa,Southern Africa,2026/09/30,
2026,BOTSWANA,Africa,Southern Africa,2026/10/31,
2026,BOTSWANA,Africa,Southern Africa,2026/11/30,
2026,BOTSWANA,Africa,Southern Africa,2026/12/31,
2026,BRAZIL,South America,South America,2026/01/31,194
2026,BRAZIL,South America,South America,2026/02/28,238
2026,BRAZIL,South America,South America,2026/03/31,168
2026,BRAZIL,South America,South America,2026/04/30,
2026,BRAZIL,South America,South America,2026/05/31,
2026,BRAZIL,South America,South America,2026/06/30,
2026,BRAZIL,South America,South America,2026/07/31,
2026,BRAZIL,South America,South America,2026/08/31,
2026,BRAZIL,South America,South America,2026/09/30,
2026,BRAZIL,South America,South America,2026/10/31,
2026,BRAZIL,South America,South America,2026/11/30,
2026,BRAZIL,South America,South America,2026/12/31,
2026,BRUNEI,Asia,South-eastern Asia,2026/01/31,4
2026,BRUNEI,Asia,South-eastern Asia,2026/02/28,3
2026,BRUNEI,Asia,South-eastern Asia,2026/03/31,14
2026,BRUNEI,Asia,South-eastern Asia,2026/04/30,
2026,BRUNEI,Asia,South-eastern Asia,2026/05/31,
2026,BRUNEI,Asia,South-eastern Asia,2026/06/30,
2026,BRUNEI,Asia,South-eastern Asia,2026/07/31,
2026,BRUNEI,Asia,South-eastern Asia,2026/08/31,
2026,BRUNEI,Asia,South-eastern Asia,2026/09/30,
2026,BRUNEI,Asia,South-eastern Asia,2026/10/31,
2026,BRUNEI,Asia,South-eastern Asia,2026/11/30,
2026,BRUNEI,Asia,South-eastern Asia,2026/12/31,
2026,BULGARIA,Europe,Eastern Europe,2026/01/31,705
2026,BULGARIA,Europe,Eastern Europe,2026/02/28,712
2026,BULGARIA,Europe,Eastern Europe,2026/03/31,410
